dmf_no,dmf_submit_date,dmf_holder,dmf_subject,year,month
23739,21-Apr-10,MEGAFINE PHARMA P LTD,ZIPRASIDONE HYDROCHLORIDE MONOHYDRATE USP (NON STERILE DRUG SUBSTANCE),2010,4
23740,22-Apr-10,SYNTHEXIM CALAIRE CHIMIE,LAMOTRIGINE DRUG SUBSTANCE,2010,4
23741,20-Apr-10,ALP PHARM BEIJING CO LTD,TAMSULOSIN HYDROCHLORIDE,2010,4
23743,13-Apr-10,RAKS PHARMA PVT LTD,CARVEDILOL USP,2010,4
23745,23-Apr-10,OLON SPA,MOXIFLOXACIN HYDROCHLORIDE,2010,4
23747,26-Apr-10,MSN LABORATORIES PRIVATE LTD,"SOLIFENACIN SUCCINATE [ROUTE CODE - ""SF""]",2010,4
23748,26-Apr-10,TEVA PHARMACEUTICAL INDUSTRIES LTD,ROSIGLITAZONE MALEATE ,2010,4
23749,20-Apr-10,SUPREEM PHARMACEUTICALS MYSORE PVT LTD,VITAMIN D3 (CHOLECALCIFEROL) WATER SOLUBLE 100 IU/MG,2010,4
23755,28-Apr-10,SI GROUP,IBUPROFEN SODIUM DIHYDRATE ,2010,4
23757,14-Apr-10,RESONANCE LABORATORIES PVT LTD,OXYBUTYNIN CHLORIDE (OBTN),2010,4
23758,18-Aug-10,IPCA LABORATORIES LTD,ONDANSETRON USP,2010,8
23760,15-Sep-10,IPCA LABORATORIES LTD,TORSEMIDE USP,2010,9
23761,28-Apr-10,AVANTI POLAR LIPIDS INC,CHOLESTEROL (SEMI-SYNTHETIC),2010,4
23762,20-Apr-10,HEC PHARM CO LTD,"ZIDOVUDINE, NON-STERILE DRUG SUBSTANCE, BULK FORM",2010,4
23763,21-Apr-10,HUBEI HAOSUN PHARMACEUTICAL CO LTD,DASATINIB,2010,4
23766,27-Apr-10,MYLAN LABORATORIES LTD,ROSUVASTATIN CALCIUM,2010,4
23768,3-May-10,EMCURE PHARMACEUTICALS LTD,ZOLEDRONIC ACID,2010,5
23773,28-Apr-10,LAURUS LABS LTD,EMTRICITABINE,2010,4
23774,5-May-10,APOTEX PHARMACHEM INDIA PVT LTD,VARENICLINE TARTRATE,2010,5
23776,3-May-10,SYNCORE BIOTECHNOLOGY CO LTD,"SCB01A (6-METHOXY-3-(3, 4, 5-TRIMETHOXYBENZOYL) INDOLE)",2010,5
23784,30-Apr-10,LIFE TECHNOLOGIES CORP,MYCOSEQ MYCOPLASMA DETECTION SYSTEM,2010,4
23785,18-Mar-10,ULKAR KIMYA SANAYII VE TICARET AS,LANSOPRAZOLE USP ,2010,3
23786,30-Apr-10,ALP PHARM BEIJING CO LTD,EPTIFIBATIDE,2010,4
23790,30-Apr-10,GLOCHEM INDUSTRIES LTD,EPROSARTAN MESILATE,2010,4
23791,6-May-10,ACTAVIS GROUP PTC EHF,VARENICLINE TARTRATE MALTODEXTRIN PREMIX (1:10) [DRUG SUBSTANCE (NON-STERILE)],2010,5
23792,6-May-10,INDUSTRIALE CHIMICA SRL,NITAZOXANIDE,2010,5
23793,5-Apr-10,RN LABORATORIES PVT LTD,POVIDONE IODINE USP,2010,4
23795,5-May-10,INDOCO REMEDIES LTD,DORZOLAMIDE HYDROCHLORIDE USP,2010,5
23796,9-Jul-10,SUZHOU HOMESUN WANQING PHARMACEUTICAL CO LTD,IMIPENEM AND CILASTATIN FOR INJECTION STERILE BULK ,2010,7
23801,26-May-10,ARCH PHARMALABS LTD,GEMCITABINE HYDROCHLORIDE USP (CODE: GMI),2010,5
23802,13-May-10,MERCK KGAA,SODIUM ACETATE TRIHYDRATE,2010,5
23804,11-May-10,STANDARD CHEM AND PHARM CO LTD,ENTACAPONE,2010,5
23808,25-May-10,RELIANCE LIFE SCIENCES PVT LTD,CAPECITABINE USP,2010,5
23810,18-May-10,GADOR SA,DUTASTERIDE,2010,5
23811,14-May-10,OLON SPA,PIPAMPERONE DIHYDROCHLORIDE,2010,5
23813,18-May-10,FDC LTD,LATANOPROST USP,2010,5
23814,20-May-10,AUROBINDO PHARMA LTD,RIZATRIPTAN BENZOATE  USP (NON-STERILE DRUG SUBSTANCE),2010,5
23819,19-May-10,CHIRAL BIOSCIENCES LTD,(S)-5-CHLORO-ALPHA-(CYCLOPROPYLETHYNYL)-2-AMINO-ALPHA-(TRIFLUOROMETHYL) BENZENE METHANOL,2010,5
23820,19-May-10,CRYSTAL PHARMA SAU,METHYLPREDNISOLONE ACETATE STERILE MICRONIZED ,2010,5
23822,20-May-10,HETERO DRUGS LTD,FAMCICLOVIR,2010,5
23823,20-May-10,PMC ISOCHEM,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,2010,5
23824,19-Jul-10,JANSSEN PHARMACEUTICA NV,RILPIVIRINE HYDROCHLORIDE (R314585) DRUG SUBSTANCE,2010,7
23827,21-May-10,CATALENT PHARMA SOLUTIONS LLC,PROGESTERONE SOFT GELATIN CAPSULES 100 MG AND 200 MG,2010,5
23829,10-May-10,ZHEJIANG APELOA JIAYUAN PHARMACEUTICAL CO LTD,TELMISARTAN API,2010,5
23830,24-May-10,PAR A TECHNOLOGIES PRIVATE LTD,PALIPERIDONE (NON-STERILE BULK DRUG SUBSTANCE),2010,5
23831,24-May-10,JIANGSU HENGRUI MEDICINE CO LTD,LETROZOLE USP NON-STERILE BULK DRUG SUBSTANCE,2010,5
23832,25-May-10,CYALUME SPECIALTY PRODUCTS INC,"ISOMETHEPTENE MUCATE, USP",2010,5
23834,3-Jun-10,UNICHEM LABORATORIES LTD,EPROSARTAN MESYLATE,2010,6
23835,4-Jun-10,UNICHEM LABORATORIES LTD,IRBESARTAN USP,2010,6
23836,18-May-10,VALDEPHARM,ESTRADIOL BENZOATE,2010,5
23838,17-Jun-10,BGP HEALTHCARE PRIVATE LTD,NICOTINE POLACRILEX 20% USP,2010,6
23839,19-Apr-10,GLAND PHARMA LTD,HEPARIN SODIUM USP,2010,4
23843,24-May-10,MACLEODS PHARMACEUTICALS LTD,TOLTERODINE TARTRATE USP,2010,5
23844,3-Jun-10,SIGMAPHARM LABORATORIES LLC,AMORPHOUS ADEFOVIR DIPIVOXIL (11.6% COPOVIDONE DISPERSION),2010,6
23847,20-May-10,SHANDONG NEW TIME PHARMACEUTICAL CO LTD,ZOLEDRONIC ACID,2010,5
23848,10-May-10,LUSOCHIMICA SPA,FORMOTEROL FUMARATE DIHYDRATE,2010,5
23850,10-Feb-11,LUPIN LTD,DARUNAVIR ETHANOLATE,2011,2
23852,24-May-10,PCAS,DISOPYRAMIDE PHOSPHATE,2010,5
23853,2-Jun-10,ZHEJIANG HUAHAI PHARMACEUTICAL CO LTD,LEVETIRACETAM USP (PROCESS II),2010,6
23854,2-Jun-10,HETERO LABS LTD,DARUNAVIR AMORPHOUS,2010,6
23855,3-Jun-10,HARMAN FINOCHEM LTD,FENOFIBRIC ACID,2010,6
23859,27-May-10,MYLAN LABORATORIES LTD,"VALGANCICLOVIR HYDROCHLORIDE USP (CRYSTALLINE) FORM A 
",2010,5
23860,4-Jun-10,CADILA HEALTHCARE LTD,BENZOYL PEROXIDE HYDROUS USP,2010,6
23863,28-Jun-10,APICORE US LLC,FONDAPARINUX SODIUM USP,2010,6
23864,3-Jun-10,MSN PHARMACHEM PRIVATE LTD,SITAGLIPTIN PHOSPHATE MONOHYDRATE USP (ROUTE CODE SG),2010,6
23865,7-Jun-10,HETERO DRUGS LTD,"LEVOFLOXACIN HEMIHYDRATE, USP",2010,6
23866,28-Jun-10,ORCHID PHARMA LTD,ISA (INTERMEDIATE),2010,6
23867,4-Jun-10,AMRI ITALY SRL,SODIUM MYCOPHENOLATE,2010,6
23870,20-Jul-10,TRIS PHARMA INC,METHYLPHENIDATE ERL (METHYLPHENIDATE ER POWDER FOR ORAL SUSPENSION),2010,7
23871,29-Nov-10,CADILA PHARMACEUTICALS LTD,PALIPERIDONE USP,2010,11
23873,10-Jun-10,MYLAN LABORATORIES LTD,DARUNAVIR,2010,6
23875,9-Jun-10,TEVA PHARMACEUTICAL INDUSTRIES LTD,FLUOCINOLONE ACETONIDE - PROCESS II,2010,6
23876,31-May-10,BIOTIKA AS,POLYMYXIN B SULFATE,2010,5
23879,5-Jun-10,NUVIEW LIFE SCIENCES INC,SODIUM IODINE (I-123) DRY IODINE RADIOCHEMICAL,2010,6
23880,9-Jun-10,CENTAUR PHARMACEUTICALS PVT LTD,BRIMONIDINE TARTRATE USP,2010,6
23881,29-Jun-10,TORRENT PHARMACEUTICALS LTD,PALIPERIDONE,2010,6
23883,4-Aug-10,SPECGX LLC,OPIUM TINCTURE 2%,2010,8
23884,8-Jun-10,INDENA SPA,N-DEBOC-DOCETAXEL (N-DEBENZOYL-10-DEACETYLPACLITAXEL INTERMEDIATE),2010,6
23886,30-Aug-10,INDENA SPA,DOCETAXEL,2010,8
23888,8-Jun-10,WAVELENGTH ENTERPRISES LTD,MOMETASONE FUROATE MONOHYDRATE,2010,6
23889,15-Jun-10,MSN PHARMACHEM PRIVATE LTD,"OSELTAMIVIR PHOSPHATE [ROUTE CODE - ""OT""]",2010,6
23890,27-Apr-10,BRIDGE ORGANICS CO,CRYSTALLINE LACTONEDIOL,2010,4
23891,29-Jun-10,ORCHID PHARMA LTD,CEFUROXIME AXETIL (CRYSTALLINE) (NON-STERILE BULK API),2010,6
23892,7-Jun-10,BIOCON BIOLOGICS INDIA LTD,HUMAN INSULIN-BULK (RDNA ORIGIN) (ANIMAL ORIGIN FREE),2010,6
23895,18-Jun-10,NEULAND LABORATORIES LTD,"PARICALCITOL, USP",2010,6
23898,29-Jun-10,AUROBINDO PHARMA LTD,MODAFINIL USP (NON-STERILE DRUG SUBSTANCE),2010,6
23899,18-Jun-10,SYMBIOTEC PHARMALAB PRIVATE LTD,PREDNISOLONE SODIUM PHOSPHATE USP ,2010,6
23900,22-Jun-10,MSN LABORATORIES PRIVATE LTD,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE USP [ROUTE CODE PP],2010,6
23901,30-Jun-10,NOVARTIS PHARMACEUTICALS CORP,FLUVASTATIN DRUG SUBSTANCE,2010,6
23902,2-Jul-10,NOVARTIS PHARMACEUTICALS CORP,VALSARTAN DRUG SUBSTANCE,2010,7
23906,14-Jun-10,YUNG ZIP CHEMICAL IND CO LTD,CLONIDINE HYDROCHLORIDE,2010,6
23908,18-Jun-10,PCAS,OLOPATADINE HCL,2010,6
23909,18-Jun-10,YUNG ZIP CHEMICAL IND CO LTD,DICLOFENAC EPOLAMINE,2010,6
23910,23-Jun-10,ACTAVIS GROUP PTC EHF,CINACALCET HYDROCHLORIDE (NON-STERILE BULK DRUG SUBSTANCE),2010,6
23911,7-Jul-10,BASF AS,EICOSAPENTAENOIC ACID ETHYL ESTER (EPA-E),2010,7
23914,23-Jun-10,INKE SA,SALMETEROL XINAFOATE,2010,6
23915,23-Jun-10,RAKS PHARMA PVT LTD,DIVALPROEX SODIUM USP,2010,6
23916,25-Jun-10,CRYSTAL PHARMA SAU,MOMETASONE FUROATE MICRONIZED ,2010,6
23918,29-Dec-10,APICORE US LLC,CABERGOLINE,2010,12
23921,25-Jun-10,STERLING SPA,NOMEGESTROL ACETATE,2010,6
23923,29-Jun-10,NUVIEW LIFE SCIENCES INC,INDIUM CHLORIDE (111IN) RADIOCHEMICAL,2010,6
23924,5-Aug-10,MYLAN API US LLC,BUSULFAN USP,2010,8
23925,8-Jun-10,SOLARA A PHARMA SCIENCES LTD,IBUPROFEN SODIUM DIHYDRATE,2010,6
23930,29-Jun-10,ZAKLADY FARMACEUTYCZNE POLPHARMA SA,SILDENAFIL CITRATE,2010,6
23934,28-Jun-10,ZHEJIANG XIANJU PHARMACEUTICAL CO LTD,"TESTOSTERONE UNDECANOATE, NON-STERILE, BULK DRUG SUBSTANCE",2010,6
23935,21-Jun-10,OLON SPA,RITONAVIR,2010,6
23937,30-Jun-10,RA CHEM PHARMA LTD,ENTACAPONE USP,2010,6
23942,29-Jun-10,ZHEJIANG XIANJU PHARMACEUTICAL CO LTD,"ESTRADIOL HEMIHYDRATE USP, NON-STERILE, BULK DRUG SUBSTANCE",2010,6
23944,6-Jul-10,EMCURE PHARMACEUTICALS LTD,BENZPHETAMINE HYDROCHLORIDE,2010,7
23945,6-Jul-10,MSN LABORATORIES PRIVATE LTD,PALIPERIDONE USP [ROUTE CODE - PA],2010,7
23947,14-Jun-10,ZHEJIANG SUPOR PHARMACEUTICALS CO LTD,MITOTANE,2010,6
23948,2-Jul-10,VALDEPHARM,ESTRADIOL VALERATE,2010,7
23958,8-Jul-10,NORAC INC,RSN-01314 DRUG SUBSTANCE,2010,7
23959,21-May-10,NTP RADIOISOTOPES SOC LTD,"FISSION MOLYBDENUM-99 (PRODUCED FROM LOW ENRICHED URANIUM (LEU) NTP-D-9100 Revision
1.2",2010,5
23960,13-Jul-10,EUTICALS SPA,DIACEREIN (PROCESS I),2010,7
23961,13-Jul-10,EUTICALS SPA,DIACEREIN (PROCESS II),2010,7
23962,8-Jul-10,CONCORD BIOTECH LTD,CYCLOSPORINE USP,2010,7
23963,12-Jul-10,SAURAV CHEMICALS LTD,HOMATROPINE METHYLBROMIDE USP,2010,7
23965,28-Jul-10,UNIMARK REMEDIES LTD,SOLIFENACIN SUCCINATE,2010,7
23966,9-Jul-10,CALYX CHEMICALS AND PHARMACEUTICALS LTD,LUMEFANTRINE,2010,7
23967,12-Jul-10,ST GOBAIN PERFORMANCE PLASTICS CORP,SANI-TECH STHT-C,2010,7
23968,9-Jul-10,CALYX CHEMICALS AND PHARMACEUTICALS LTD,ARTEMETHER,2010,7
23972,25-Oct-10,SRI KRISHNA PHARMACEUTICALS LTD,SODIUM PHENYL BUTYRATE GRANULES 100% (KRISOSPB-100),2010,10
23974,6-Jul-10,BIOCARE PHARMACEUTICAL LTD,"CLINDAMYCIN PALMITATE HYDROCHLORIDE USP, NON-STERILE, BULK DRUG",2010,7
23975,15-Jul-10,MSN LABORATORIES PRIVATE LTD,"ROSUVASTATIN CALCIUM USP[ROUTE CODE - RT""]",2010,7
23977,14-Jul-10,AARTI INDUSTRIES LTD,MOMETASONE FUROATE MONOHYDRATE,2010,7
23978,19-Jul-10,FORMOSA LABORATORIES INC,ORLISTAT USP,2010,7
23979,19-Jul-10,WUXI JIDA PHARMACEUTICAL CO LTD,CITALOPRAM HYDROBROMIDE,2010,7
23980,19-Jul-10,RAKS PHARMA PVT LTD,METAXALONE USP,2010,7
23984,13-Jul-10,FIS FABBRICA ITALIANA SINTETICI SPA,ENTACAPONE ,2010,7
23990,23-Jul-10,DIVIS LABORATORIES LTD,2-4-WING A ESTER,2010,7
23991,22-Jul-10,ROVI CONTRACT MANUFACTURING SL,STERILE WATER FOR INJECTION USP 2.0 ML,2010,7
23992,22-Jul-10,ROVI CONTRACT MANUFACTURING SL,STERILE WATER FOR INJECTION USP 0.5 ML,2010,7
23994,26-Jul-10,DR REDDYS LABORATORIES LTD,ESOMEPRAZOLE MAGNESIUM AMORPHOUS (PROCESS-2) USP,2010,7
23996,26-Jul-10,DR REDDYS LABORATORIES LTD,BORTEZOMIB ,2010,7
23997,2-Jul-10,ALP PHARM BEIJING CO LTD,POLYMYXIN B SULFATE USP,2010,7
23999,2-Jul-10,ALP PHARM BEIJING CO LTD,BACITRACIN,2010,7
24000,2-Jul-10,ALP PHARM BEIJING CO LTD,BACITRACIN ZINC,2010,7
24002,22-Jul-10,CALYX CHEMICALS AND PHARMACEUTICALS LTD,HYDROXYZINE HYDROCHLORIDE,2010,7
24003,27-Jul-10,MSN PHARMACHEM PRIVATE LTD,"MOXIFLOXACIN HYDROCHLORIDE USP (ANHYDROUS) [ROUTE CODE: ""MP""]",2010,7
24007,20-Jul-10,CSPC CENWAY TIANJIN PHARMACEUTICALS CO LTD,7-AVCA,2010,7
24013,30-Jul-10,BAUSCH HEALTH AMERICAS INC,PENICILLAMINE USP,2010,7
24014,23-Jul-10,3D IMAGING DRUG DESIGN AND DEVELOPMENT LLC,[I-124] FIAU (FIALURIDINE),2010,7
24015,23-Jul-10,SYMBIOTICA SPECIALITY INGREDIENTS SDN BHD,CLOBETASOL PROPIONATE ,2010,7
24017,26-Jul-10,CALYX CHEMICALS AND PHARMACEUTICALS LTD,IRBESARTAN,2010,7
24018,2-Aug-10,MYLAN LABORATORIES LTD,CLINDAMYCIN PALMITATE HYDROCHLORIDE USP,2010,8
24020,11-Aug-10,ORCHID PHARMA LTD,OLANZAPINE,2010,8
24022,4-Aug-10,NEULAND LABORATORIES LTD,"MIRTAZAPINE, USP (ANHYDROUS)",2010,8
24024,10-Aug-10,UNIQUE CHEMICALS,ATENOLOL USP,2010,8
24026,2-Aug-10,MOEHS IBERICA SL,SUMATRIPTAN,2010,8
24027,5-Aug-10,KREATIVE ORGANICS PRIVATE LTD,CHOLINE MAGNESIUM TRISALICYLATE POWDER,2010,8
24028,5-Aug-10,SOLARA A PHARMA SCIENCES LTD,ARTESUNATE,2010,8
24032,4-Aug-10,DERIVADOS QUIMICOS SAU,FENOFIBRATE,2010,8
24036,31-Jul-10,ZHEJIANG APELOA JIAYUAN PHARMACEUTICAL CO LTD,QUETIAPINE FUMARATE ,2010,7
24038,30-Jul-10,ZHEJIANG APELOA JIAYUAN PHARMACEUTICAL CO LTD,METOPROLOL TARTRATE,2010,7
24044,5-Aug-10,ZAKLADY FARMACEUTYCZNE POLPHARMA SA,SOLIFENACIN SUCCINATE,2010,8
24047,6-Aug-10,PARABOLIC DRUGS LTD,CEFPROZIL USP,2010,8
24048,8-Jul-10,JOHNSON MATTHEY INC PHARMACEUTICAL MATERIALS GROUP,AMPHETAMINE SULFATE USP (PROCESS II) ,2010,7
24049,2-Aug-10,JOHNSON MATTHEY INC PHARMACEUTICAL MATERIALS GROUP,SODIUM OXYBATE,2010,8
24050,9-Aug-10,MAHENDRA CHEMICALS,LIDOCAINE USP,2010,8
24051,9-Aug-10,MAHENDRA CHEMICALS,LIDOCAINE HYDROCHLORIDE USP,2010,8
24052,4-Nov-10,JUBILANT GENERICS LTD,TELMISARTAN,2010,11
24054,4-Nov-10,JUBILANT GENERICS LTD,RIZATRIPTAN BENZOATE USP,2010,11
24063,19-Jul-10,SHIVA INTERNATIONAL,QUININE SULFATE USP,2010,7
24067,16-Aug-10,MYLAN LABORATORIES LTD,SITAGLIPTIN PHOSPHATE USP,2010,8
24069,12-Jan-11,ARCH PHARMALABS LTD,"ATS-8 / (4R-CIS)-1, 1-DIMETHYLETHYL-6-CYANOMETHYL-2,2-DIMETHYL-1,3-DIOXANE-4-ACETATE",2011,1
24070,13-Sep-10,ARCH PHARMALABS LTD,(DKT -III) 4-FLUORO- ALPHA- [2-METHYL-1 -OXO- PROPYL]-Y-OXO-N-BETA- DIPHENYL BENZENE BUTANAMIDE,2010,9
24071,10-Aug-10,JOHNSON MATTHEY INC PHARMACEUTICAL MATERIALS GROUP,DEXTROAMPHETAMINE SACCHARATE (PROCESS 2),2010,8
24072,16-Aug-10,JOHNSON MATTHEY INC PHARMACEUTICAL MATERIALS GROUP,AMPHETAMINE ASPARTATE (PROCESS 2) ,2010,8
24080,16-Aug-10,3M DRUG DELIVERY SYSTEMS DIV,RESIQUIMOD DRUG SUBSTANCE,2010,8
24082,17-Aug-10,WAVELENGTH ENTERPRISES LTD,DONEPEZIL HYDROCHLORIDE FORM III ,2010,8
24084,14-Aug-10,G AND A ASSOC INC,"CHLOROTHIAZIDE USP, NON-STERILE, BULK DRUG",2010,8
24086,31-Aug-10,AUROBINDO PHARMA LTD,RIVASTIGMINE TARTRATE USP (NON-STERILE DRUG SUBSTANCE) ,2010,8
24087,18-Aug-10,HIKAL LTD,QUETIAPINE FUMARATE API,2010,8
24090,23-Aug-10,MSN PHARMACHEM PRIVATE LTD,"ARIPIPRAZOLE USP [ROUTE CODE - ""AL1""]",2010,8
24091,20-Aug-10,PHARMATHEN INDUSTRIAL SA,FLUVASTATIN SODIUM AMORPHOUS,2010,8
24096,12-Aug-10,CTX LIFE SCIENCES PVT LTD,CARVEDILOL (ROUTE-II),2010,8
24098,2-Sep-10,UNICHEM LABORATORIES LTD,ARIPIPRAZOLE USP,2010,9
24100,26-Aug-10,VENKATA NARAYANA A INGREDIENTS PRIVATE LTD,TETRACAINE USP,2010,8
24106,27-Aug-10,INDOCO REMEDIES LTD,OLOPATADINE HYDROCHLORIDE USP,2010,8
24107,31-Aug-10,DIPHARMA FRANCIS SRL,GLYCERYL TRINITRATE SOLUTION,2010,8
24108,31-Aug-10,DAIWA PHARMACEUTICAL CO LTD,LOXOPROFEN SODIUM HYDRATE ,2010,8
24110,30-Aug-10,MACLEODS PHARMACEUTICALS LTD,CLOPIDOGREL BISULFATE USP,2010,8
24114,30-Aug-10,GULBRANDSEN TECHNOLOGIES INC,ACHIEVE L 5440 PG SOLUTION,2010,8
24116,27-Sep-10,AUROBINDO PHARMA LTD,ATORVASTATIN CALCIUM (AMORPHOUS),2010,9
24118,1-Sep-10,ZHEJIANG JINHUA CONBA BIO PHARM CO LTD,OMEPRAZOLE,2010,9
24123,1-Sep-10,CATALENT PHARMA SOLUTIONS LLC,SOFTGELS [0775279],2010,9
24124,9-Sep-10,GLENMARK LIFE SCIENCES LTD,BOSENTAN,2010,9
24126,31-Aug-10,SCINOPHARM TAIWAN LTD,CAPECITABINE ,2010,8
24127,3-Sep-10,FUJIFILM IRVINE SCIENTIFIC INC,FMDF-11 (KIRIN),2010,9
24129,2-Sep-10,TEVA PHARMACEUTICAL INDUSTRIES LTD,MYCOPHENOLATE SODIUM,2010,9
24133,19-Aug-10,QILU PHARMACEUTICAL CO LTD,"IRINOTECAN HYDROCHLORIDE (NON STERILE, API)",2010,8
24134,31-Aug-10,NECTAR LIFESCIENCES LTD,CEFTRIAXONE SODIUM (NON-STERILE) DRUG SUBSTANCE,2010,8
24135,16-Aug-10,VITAL LABORATORIES PVT LTD,DIGOXIN,2010,8
24136,4-Mar-11,SHILPA MEDICARE LTD,GEMCITABINE HYDROCHLORIDE USP,2011,3
24139,7-Sep-10,SUN PHARMACEUTICAL INDUSTRIES LTD,ATORVASTATIN CALCIUM TRIHYDRATE USP,2010,9
24147,27-Jul-10,CATALENT MICRON TECHNOLOGIES INC,MICRONIZATION PROCESS FACILITY ,2010,7
24148,9-Sep-10,TEVA PHARMACEUTICAL INDUSTRIES LTD,SITAGLIPTIN PHOSPHATE ,2010,9
24151,28-Aug-10,ZHEJIANG CHARIOTEER PHARMACEUTICAL CO LTD,ADEFOVIR DIPIVOXIL DMC (ADVANCE INTERMEDIATE),2010,8
24152,1-Aug-10,SERATEC SAS,METHYLDOPATE HYDROCHLORIDE USP,2010,8
24153,10-Sep-10,MACLEODS PHARMACEUTICALS LTD,RIVASTIGMINE TARTRATE,2010,9
24154,10-Sep-10,INTERQUIM SA,SOLIFENACIN SUCCINATE,2010,9
24155,9-Sep-10,ALKALOIDS CORP,COLCHICINE USP (REFINED GRADE),2010,9
24157,27-Jan-11,SPECGX LLC,NOSCAPINE USP/EP CRYSTALS CODE 6047,2011,1
24159,1-Sep-10,TAI HENG INDUSTRY CO LTD,RASAGILINE MESYLATE,2010,9
24163,24-Sep-10,GLENMARK LIFE SCIENCES LTD,PALIPERIDONE,2010,9
24173,6-Aug-10,GLOPEC INTERNATIONAL INC,TEMOZOLOMIDE ,2010,8
24175,13-Sep-10,JIANGSU HENGRUI MEDICINE CO LTD,DOCETAXEL TRIHYDRATE USP,2010,9
24177,27-Sep-10,UNIMARK REMEDIES LTD,RIZATRIPTAN BENZOATE,2010,9
24178,13-Sep-10,MACLEODS PHARMACEUTICALS LTD,VALSARTAN,2010,9
24179,14-Sep-10,SOLARA A PHARMA SCIENCES LTD,KETOPROFEN USP,2010,9
24180,29-Sep-10,TORRENT PHARMACEUTICALS LTD,OLMESARTAN MEDOXOMIL USP,2010,9
24181,15-Sep-10,MSN ORGANICS PRIVATE LTD,"PIOGLITAZONE HYDROCHLORIDE USP [ROUTE CODE ""PG""]",2010,9
24183,15-Sep-10,DIVIS LABORATORIES LTD,TRITYL LOSARTAN,2010,9
24185,17-Sep-10,CHONGQING DAXIN PHARMACEUTICAL CO LTD,VANCOMYCIN HYDROCHLORIDE,2010,9
24186,10-Sep-10,MEGAFINE PHARMA P LTD,SOLIFENACIN SUCCINATE,2010,9
24188,27-Sep-10,AUROBINDO PHARMA LTD,ENTACAPONE USP (NON-STERILE DRUG SUBSTANCE),2010,9
24189,20-Sep-10,FORMOSA LABORATORIES INC,ERGOCALCIFEROL,2010,9
24191,16-Sep-10,VANTAGE SPECIALTY INGREDIENTS,CUROXYL® 42 ,2010,9
24193,20-Sep-10,RELIABLE BIOPHARMACEUTICAL LLC,CYANOMETHYL MANNOSYL ACETATE,2010,9
24195,17-Sep-10,CTX LIFE SCIENCES PVT LTD,CARBAMAZEPINE USP,2010,9
24196,21-Sep-10,OLON SPA,PREGABALIN,2010,9
24198,21-Sep-10,ACS DOBFAR SPA,GENTAMICIN SULFATE,2010,9
24199,9-Oct-10,SUN PHARMACEUTICAL INDUSTRIES LTD,SITAGLIPTIN PHOSPHATE USP,2010,10
24200,28-Oct-10,JUBILANT GENERICS LTD,LEVETIRACETAM USP,2010,10
24202,15-Dec-11,CHEMWERTH INC,DEXMEDETOMIDINE HCL,2011,12
24205,22-Sep-10,DERIVADOS QUIMICOS SAU,MELOXICAM ,2010,9
24206,28-Sep-10,SMS PHARMACEUTICALS LTD,TADALAFIL,2010,9
24207,4-Mar-11,RELIANCE LIFE SCIENCES PVT LTD,IMATINIB MESYLATE,2011,3
24209,28-Oct-10,GLENMARK LIFE SCIENCES LTD,DEFERASIROX,2010,10
24213,30-Sep-10,CEDARBURG PHARMACEUTICALS INC,BRIMONIDINE TARTRATE,2010,9
24215,22-Sep-10,SYMBIOTICA SPECIALITY INGREDIENTS SDN BHD,DEXAMETHASONE SODIUM PHOSPHATE,2010,9
24216,17-Sep-10,PRODUCTOS QUIMICOS NATURALES SA DE CV PROQUINA,PRASTERONE (DEHYDROEPIANDROSTERONE),2010,9
24254,25-Aug-10,LABORATORIO OPOTERAPICO ARGENTINO SA,CHONDROITIN SULFATE POWDER,2010,8
24256,10-Sep-10,ALP PHARM BEIJING CO LTD,MESALAMINE,2010,9
24257,15-Sep-10,ALP PHARM BEIJING CO LTD,BIVALIRUDIN,2010,9
24263,6-Oct-10,AMINO CHEMICALS LTD,PALIPERIDONE USP,2010,10
24264,2-Dec-10,MYLAN API US LLC,LENALIDOMIDE,2010,12
24266,8-Oct-10,APOTEX PHARMACHEM INC,SITAGLIPTIN PHOSPHATE MONOHYDRATE USP,2010,10
24275,14-Dec-10,TARO PHARMACEUTICAL INDUSTRIES LTD,DESLORATADINE,2010,12
24277,14-Oct-10,ALEMBIC PHARMACEUTICALS LTD,FENOFIBRIC ACID ,2010,10
24285,29-Oct-10,AUROBINDO PHARMA LTD,TRAMADOL HYDROCHLORIDE USP (NON STERILE DRUG SUBSTANCE),2010,10
24288,1-Nov-10,USV PRIVATE LTD,OCTREOTIDE ACETATE USP,2010,11
24289,15-Oct-10,SOLARA A PHARMA SCIENCES LTD,ACYCLOVIR SODIUM,2010,10
24291,28-Sep-10,JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,MORPHINE TECHNICAL ALKALOID,2010,9
24292,30-Sep-10,ALEMBIC PHARMACEUTICALS LTD,PREGABALIN USP,2010,9
24297,29-Oct-10,IND SWIFT LABORATORIES LTD,CINACALCET HYDROCHLORIDE,2010,10
24298,17-Dec-10,IND SWIFT LABORATORIES LTD,TEMOZOLOMIDE USP ,2010,12
24304,19-Oct-10,CATALENT PHARMA SOLUTIONS LLC,DUTASTERIDE 0.5 MG SOFT GELATIN CAPSULES,2010,10
